 ,Label,Area,Mean,X,Y,Circ.,IntDen,RawIntDen,AR,Round,Solidity
1,NeuralCrestChannel:0913-0815,63.514,1714.468,669.423,750.591,0.874,108893.233,161160.000,1.235,0.810,0.926
2,NeuralCrestChannel:0729-0351,69.595,1228.612,288.159,599.074,0.908,85505.783,126547.000,1.164,0.859,0.958
3,NeuralCrestChannel:0600-1204,45.271,1086.254,990.197,494.040,0.817,49175.606,72779.000,1.084,0.922,0.964
4,NeuralCrestChannel:0777-0901,51.352,1019.145,740.654,638.543,0.800,52335.104,77455.000,1.052,0.951,0.938
5,NeuralCrestChannel:0707-0662,65.541,1144.505,544.668,581.175,0.886,75012.411,111017.000,1.138,0.879,0.975
6,NeuralCrestChannel:0625-0869,64.866,1832.125,714.224,513.810,0.848,118842.005,175884.000,1.154,0.866,0.932
7,NeuralCrestChannel:0799-0773,53.379,1141.456,635.089,656.970,0.834,60929.805,90175.000,1.214,0.824,0.975
8,NeuralCrestChannel:0740-0937,56.757,1360.452,771.046,608.711,0.868,77215.816,114278.000,1.192,0.839,0.939
9,NeuralCrestChannel:0630-1163,80.406,1034.185,955.955,518.589,0.912,83155.079,123068.000,1.338,0.748,0.952
10,NeuralCrestChannel:0803-0654,72.298,1352.710,537.930,660.523,0.855,97798.502,144740.000,1.660,0.602,0.982
11,NeuralCrestChannel:0699-0756,60.812,805.444,621.733,574.898,0.875,48980.333,72490.000,1.284,0.779,0.963
12,NeuralCrestChannel:0786-1017,79.731,598.780,836.197,646.559,0.890,47741.129,70656.000,1.365,0.732,0.963
13,NeuralCrestChannel:0596-1116,51.352,1700.105,917.255,490.453,0.861,87303.778,129208.000,1.148,0.871,0.916
14,NeuralCrestChannel:0921-0910,53.379,953.759,748.212,757.005,0.866,50910.762,75347.000,1.120,0.893,0.963
15,NeuralCrestChannel:0634-0286,47.974,1287.761,235.341,521.061,0.842,61778.464,91431.000,1.126,0.888,0.928
16,NeuralCrestChannel:0646-0742,91.893,1086.346,610.063,531.018,0.888,99827.581,147743.000,1.407,0.711,0.965
17,NeuralCrestChannel:0707-0440,61.487,1153.791,361.856,581.402,0.872,70943.442,104995.000,1.138,0.879,0.968
18,NeuralCrestChannel:0696-1175,71.623,1088.075,965.873,572.128,0.847,77930.690,115336.000,1.466,0.682,0.946
19,NeuralCrestChannel:0703-0649,74.325,700.191,533.403,578.210,0.920,52041.857,77021.000,1.280,0.781,0.965
20,NeuralCrestChannel:0578-1198,65.541,1013.412,984.896,475.146,0.883,66420.413,98301.000,1.148,0.871,0.942
21,NeuralCrestChannel:0598-1066,50.676,1242.200,876.016,491.781,0.825,62950.100,93165.000,1.190,0.840,0.932
22,NeuralCrestChannel:0732-1169,53.379,1445.557,961.048,602.281,0.825,77162.437,114199.000,1.086,0.921,0.940
23,NeuralCrestChannel:0877-0822,56.757,1101.810,675.958,720.953,0.879,62535.906,92552.000,1.175,0.851,0.944
24,NeuralCrestChannel:0720-0455,58.109,1053.756,373.886,591.783,0.819,61232.511,90623.000,1.187,0.843,0.977
25,NeuralCrestChannel:0699-1152,70.271,766.096,947.450,574.641,0.903,53834.447,79674.000,1.337,0.748,0.981
26,NeuralCrestChannel:0774-1135,51.352,719.408,932.894,636.866,0.875,36943.023,54675.000,1.140,0.877,1.020
27,NeuralCrestChannel:0710-0679,67.568,1153.540,558.138,584.105,0.877,77942.852,115354.000,1.207,0.829,0.990
28,NeuralCrestChannel:0676-0947,52.028,882.169,778.055,555.784,0.846,45897.187,67927.000,1.177,0.849,0.939
29,NeuralCrestChannel:0623-0886,54.055,1395.263,728.641,512.106,0.847,75420.524,111621.000,1.193,0.838,0.947
30,NeuralCrestChannel:0723-1084,70.271,1047.962,891.419,593.879,0.921,73641.448,108988.000,1.196,0.836,0.945
31,NeuralCrestChannel:0609-0896,36.487,1261.352,737.182,500.035,0.821,46022.864,68113.000,1.174,0.852,0.923
32,NeuralCrestChannel:0661-1088,58.785,910.552,894.010,543.536,0.817,53526.335,79218.000,1.506,0.664,0.906
33,NeuralCrestChannel:0678-0326,68.920,923.608,268.262,557.864,0.921,63654.838,94208.000,1.342,0.745,0.981
34,NeuralCrestChannel:0809-1002,126.353,457.503,823.791,665.295,0.957,57806.793,85553.000,1.241,0.806,0.984
35,NeuralCrestChannel:0764-1079,39.190,790.086,886.966,628.235,0.827,30963.219,45825.000,1.173,0.853,0.967
36,NeuralCrestChannel:0608-0792,33.784,881.640,651.451,500.253,0.721,29785.502,44082.000,1.042,0.960,0.870
37,NeuralCrestChannel:0704-0587,64.190,1008.789,482.925,579.047,0.873,64754.176,95835.000,1.360,0.735,0.995
38,NeuralCrestChannel:0608-0294,58.785,1221.782,241.833,499.526,0.841,71821.831,106295.000,1.385,0.722,0.967
39,NeuralCrestChannel:0891-0679,116.218,1006.326,558.210,732.340,0.968,116952.792,173088.000,1.045,0.957,1.021
40,NeuralCrestChannel:0726-0925,60.812,701.211,760.505,597.311,0.866,42641.742,63109.000,1.205,0.830,0.957
41,NeuralCrestChannel:0604-1191,74.325,854.964,979.271,496.974,0.918,63545.377,94046.000,1.244,0.804,0.991
42,NeuralCrestChannel:0606-1144,68.920,990.598,940.803,497.858,0.864,68271.787,101041.000,1.346,0.743,0.990
43,NeuralCrestChannel:0813-0785,45.947,1319.971,644.835,668.262,0.884,60648.044,89758.000,1.209,0.827,0.965
44,NeuralCrestChannel:0727-0672,91.893,683.765,552.934,598.247,0.920,62833.207,92992.000,1.256,0.796,0.978
45,NeuralCrestChannel:0768-0941,57.433,799.482,773.217,631.630,0.834,45916.782,67956.000,1.250,0.800,0.924
46,NeuralCrestChannel:0737-0883,60.812,1062.344,726.456,606.079,0.851,64602.823,95611.000,1.303,0.767,0.947
47,NeuralCrestChannel:0611-1103,63.514,1029.904,906.911,502.784,0.902,65413.644,96811.000,1.127,0.888,0.974
48,NeuralCrestChannel:0818-0895,59.460,668.125,735.896,672.630,0.863,39726.841,58795.000,1.011,0.989,0.951
49,NeuralCrestChannel:0661-0472,99.326,1428.361,388.680,543.759,0.879,141872.694,209969.000,1.598,0.626,0.987
50,NeuralCrestChannel:0682-0661,62.839,885.301,543.214,560.988,0.865,55631.091,82333.000,1.158,0.864,0.903
51,NeuralCrestChannel:0668-0490,48.649,1535.097,402.335,549.450,0.873,74681.325,110527.000,1.281,0.781,0.947
52,NeuralCrestChannel:0602-1018,63.514,1464.106,837.469,494.844,0.870,92991.686,137626.000,1.500,0.667,0.984
53,NeuralCrestChannel:0540-1191,65.541,1715.753,979.311,444.198,0.876,112452.737,166428.000,1.495,0.669,0.980
54,NeuralCrestChannel:0566-1198,74.325,1424.209,984.689,465.237,0.871,105854.682,156663.000,1.366,0.732,0.969
55,NeuralCrestChannel:0665-0574,50.001,718.595,471.884,546.308,0.840,35930.172,53176.000,1.364,0.733,0.908
56,NeuralCrestChannel:0794-0411,45.271,1673.403,337.652,652.797,0.794,75756.339,112118.000,1.189,0.841,0.912
57,NeuralCrestChannel:0783-1063,152.029,597.902,873.857,643.266,0.885,90898.417,134528.000,1.496,0.668,0.991
58,NeuralCrestChannel:0919-0935,64.190,865.589,768.765,755.007,0.867,55562.171,82231.000,1.264,0.791,0.969
59,NeuralCrestChannel:0698-0456,83.785,868.121,375.091,573.623,0.865,72735.356,107647.000,1.551,0.645,0.954
60,NeuralCrestChannel:0747-0399,85.812,1286.756,328.214,613.740,0.954,110418.928,163418.000,1.140,0.877,0.955
61,NeuralCrestChannel:0901-0607,47.298,841.529,498.872,740.387,0.797,39802.517,58907.000,1.352,0.740,0.972
62,NeuralCrestChannel:0591-1043,62.839,1350.376,857.527,486.222,0.820,84855.775,125585.000,1.517,0.659,0.949
63,NeuralCrestChannel:0651-0763,66.217,1048.112,627.371,534.661,0.887,69402.882,102715.000,1.289,0.776,0.985
64,NeuralCrestChannel:0627-1191,79.055,1210.786,979.090,515.967,0.855,95718.747,141662.000,1.581,0.633,0.959
65,NeuralCrestChannel:0789-0967,75.001,967.468,795.811,648.362,0.900,72561.029,107389.000,1.163,0.860,0.961
66,NeuralCrestChannel:0772-0370,56.757,1167.560,304.668,634.838,0.872,66267.708,98075.000,1.066,0.938,0.955
67,NeuralCrestChannel:0906-0914,82.433,713.893,751.706,744.941,0.844,58848.698,87095.000,1.594,0.627,0.938
68,NeuralCrestChannel:0664-0708,114.191,1209.296,582.591,546.282,0.950,138090.215,204371.000,1.166,0.857,0.994
69,NeuralCrestChannel:0761-0406,58.785,1345.333,334.001,625.707,0.854,79084.758,117044.000,1.394,0.718,1.000
70,NeuralCrestChannel:0849-0398,58.109,1559.407,327.194,697.897,0.915,90615.306,134109.000,1.086,0.921,0.966
71,NeuralCrestChannel:0632-1076,62.163,996.870,885.035,519.540,0.833,61968.331,91712.000,1.352,0.740,0.974
72,NeuralCrestChannel:0775-0797,64.190,410.832,655.069,637.089,0.928,26371.271,39029.000,1.160,0.862,1.022
73,NeuralCrestChannel:0799-1078,52.028,645.519,886.506,657.659,0.845,33584.873,49705.000,1.019,0.981,0.901
74,NeuralCrestChannel:0851-0798,71.623,1025.877,655.847,699.367,0.919,73475.905,108743.000,1.229,0.813,1.005
75,NeuralCrestChannel:0676-1027,70.947,755.800,844.370,555.731,0.822,53621.607,79359.000,1.640,0.610,0.938
76,NeuralCrestChannel:0702-0413,54.730,1427.000,339.593,577.374,0.850,78100.287,115587.000,1.241,0.806,1.000
77,NeuralCrestChannel:0743-0902,42.568,946.778,741.711,610.844,0.805,40302.524,59647.000,1.046,0.956,0.940
78,NeuralCrestChannel:0728-0464,78.379,825.466,381.195,598.253,0.887,64699.446,95754.000,1.344,0.744,0.971
79,NeuralCrestChannel:0598-0268,66.893,555.737,220.441,492.092,0.815,37174.782,55018.000,1.624,0.616,0.971
80,NeuralCrestChannel:0711-1170,60.812,1369.578,961.923,584.634,0.822,83286.161,123262.000,1.231,0.812,0.957
81,NeuralCrestChannel:0748-0682,52.703,473.244,561.110,615.351,0.866,24941.523,36913.000,1.243,0.804,0.940
82,NeuralCrestChannel:0872-0625,59.460,1393.432,514.002,717.102,0.918,82853.723,122622.000,1.063,0.941,0.936
83,NeuralCrestChannel:0860-0614,64.866,1554.958,505.008,707.331,0.778,100863.405,149276.000,1.805,0.554,1.032
84,NeuralCrestChannel:0680-0638,52.028,1121.234,524.516,559.307,0.845,58335.178,86335.000,1.251,0.799,0.933
85,NeuralCrestChannel:0797-0789,42.568,1124.349,648.512,655.167,0.848,47861.400,70834.000,1.237,0.808,0.933
86,NeuralCrestChannel:0676-0482,100.001,1228.041,396.332,556.361,0.912,122805.567,181750.000,1.425,0.702,0.990
87,NeuralCrestChannel:0853-0582,62.839,1272.129,478.568,701.621,0.818,79938.823,118308.000,1.541,0.649,0.974
88,NeuralCrestChannel:0779-1038,60.136,725.989,852.834,640.149,0.791,43657.970,64613.000,1.599,0.625,0.881
89,NeuralCrestChannel:0763-0448,62.163,1360.967,368.640,627.383,0.824,84601.718,125209.000,1.638,0.611,0.939
90,NeuralCrestChannel:0655-1010,68.920,915.971,830.051,538.692,0.877,63128.480,93429.000,1.164,0.859,0.949
91,NeuralCrestChannel:0764-0883,54.730,759.444,726.156,628.348,0.756,41564.701,61515.000,1.791,0.558,0.953
92,NeuralCrestChannel:0659-0458,35.811,950.000,376.809,541.520,0.746,34020.689,50350.000,1.114,0.898,0.914
93,NeuralCrestChannel:0758-0760,61.487,1072.549,624.535,623.731,0.783,65948.110,97602.000,1.512,0.661,0.943
94,NeuralCrestChannel:0604-1082,67.568,1074.580,889.346,496.973,0.868,72607.651,107458.000,1.391,0.719,0.971
95,NeuralCrestChannel:0816-1092,41.892,795.129,898.234,671.508,0.788,33309.870,49298.000,1.249,0.801,0.912
96,NeuralCrestChannel:0760-0369,40.541,1259.317,303.359,624.830,0.884,51054.007,75559.000,1.161,0.862,0.968
97,NeuralCrestChannel:0810-1042,45.947,872.926,856.887,666.219,0.841,40107.927,59359.000,1.359,0.736,0.958
98,NeuralCrestChannel:0721-1107,70.947,994.095,909.637,592.541,0.779,70527.896,104380.000,1.750,0.572,0.955
99,NeuralCrestChannel:0788-0668,59.460,1434.932,549.115,648.128,0.809,85321.321,126274.000,1.541,0.649,0.931
100,NeuralCrestChannel:0776-0958,62.163,1001.978,787.458,638.042,0.763,62285.902,92182.000,1.790,0.559,0.939
101,NeuralCrestChannel:0675-0539,47.974,1844.507,443.203,554.891,0.750,88487.577,130960.000,1.160,0.862,0.934
102,NeuralCrestChannel:0665-0518,54.730,1382.086,425.588,546.757,0.802,75642.148,111949.000,1.470,0.680,0.926
103,NeuralCrestChannel:0844-0995,40.541,704.750,818.013,694.001,0.863,28571.298,42285.000,1.184,0.845,0.945
104,NeuralCrestChannel:0602-0973,44.595,1648.318,800.055,495.367,0.805,73506.987,108789.000,1.155,0.866,0.943
105,NeuralCrestChannel:0834-1069,43.919,785.692,878.724,685.782,0.802,34507.182,51070.000,1.282,0.780,0.949
106,NeuralCrestChannel:0661-1021,67.568,739.260,839.262,543.005,0.910,49950.615,73926.000,1.322,0.757,0.962
107,NeuralCrestChannel:0731-0902,93.244,785.790,741.134,601.114,0.939,73270.497,108439.000,1.366,0.732,0.948
108,NeuralCrestChannel:0797-1039,114.191,390.337,854.454,655.715,0.946,44572.846,65967.000,1.204,0.831,1.006
109,NeuralCrestChannel:0689-0572,52.028,1318.558,470.211,566.662,0.874,68601.521,101529.000,1.182,0.846,0.939
110,NeuralCrestChannel:0595-0330,52.703,1023.731,271.555,489.195,0.881,53954.043,79851.000,1.271,0.787,0.951
111,NeuralCrestChannel:0695-0662,64.866,1283.344,544.036,571.281,0.861,83244.944,123201.000,1.027,0.974,0.928
112,NeuralCrestChannel:0771-0749,45.271,806.060,615.611,633.842,0.786,36490.990,54006.000,1.206,0.829,0.971
113,NeuralCrestChannel:0725-0427,50.001,1031.203,351.649,595.839,0.812,51560.770,76309.000,1.124,0.889,0.919
114,NeuralCrestChannel:0948-0845,39.865,920.475,694.569,779.653,0.813,36695.047,54308.000,1.323,0.756,0.937
115,NeuralCrestChannel:0805-1141,60.136,479.708,937.787,661.789,0.926,28847.653,42694.000,1.238,0.807,0.978
116,NeuralCrestChannel:0777-0435,51.352,1557.487,357.440,639.440,0.886,79980.039,118369.000,1.093,0.915,0.974
117,NeuralCrestChannel:0837-1057,53.379,565.848,868.797,687.759,0.844,30204.426,44702.000,1.279,0.782,0.958
118,NeuralCrestChannel:0809-1124,46.622,490.507,923.994,665.064,0.841,22868.525,33845.000,1.270,0.787,0.932
119,NeuralCrestChannel:0645-0476,59.460,1367.750,391.263,530.863,0.877,81326.678,120362.000,1.241,0.806,0.967
120,NeuralCrestChannel:0795-0985,47.298,865.800,809.224,653.114,0.861,40950.505,60606.000,1.098,0.911,0.959
121,NeuralCrestChannel:0775-1162,41.892,620.806,955.615,637.236,0.793,26007.077,38490.000,1.377,0.726,0.919
122,NeuralCrestChannel:0605-0878,78.379,470.198,722.255,497.438,0.884,36853.832,54543.000,1.424,0.702,1.018
123,NeuralCrestChannel:0862-0767,56.757,886.512,630.738,708.740,0.834,50316.160,74467.000,1.306,0.766,0.971
124,NeuralCrestChannel:0690-0688,62.839,790.118,565.372,566.760,0.907,49649.936,73481.000,1.089,0.918,1.039
125,NeuralCrestChannel:0905-0581,76.352,985.832,477.106,743.259,0.781,75270.522,111399.000,1.846,0.542,0.922
126,NeuralCrestChannel:0618-1087,48.649,606.611,893.149,508.430,0.808,29511.174,43676.000,1.258,0.795,0.911
127,NeuralCrestChannel:0675-1067,62.839,770.269,876.919,555.164,0.882,48402.623,71635.000,1.058,0.945,0.979
128,NeuralCrestChannel:0698-1133,64.866,964.073,931.258,574.364,0.899,62535.230,92551.000,1.495,0.669,0.990
129,NeuralCrestChannel:0667-0820,51.352,756.447,674.137,548.912,0.819,38845.073,57490.000,1.156,0.865,0.894
130,NeuralCrestChannel:0713-1083,64.866,1757.146,890.791,586.506,0.839,113978.431,168686.000,1.620,0.617,0.941
131,NeuralCrestChannel:0881-0609,45.947,1556.750,500.634,724.520,0.842,71527.233,105859.000,1.117,0.895,0.932
132,NeuralCrestChannel:0844-0812,57.433,768.518,667.701,694.575,0.826,44138.382,65324.000,1.399,0.715,0.994
133,NeuralCrestChannel:0616-0328,62.163,790.826,269.598,506.709,0.866,49160.065,72756.000,1.277,0.783,0.979
134,NeuralCrestChannel:0643-0457,51.352,924.053,375.838,528.514,0.859,47451.936,70228.000,1.223,0.818,0.944
135,NeuralCrestChannel:0624-0782,48.649,775.319,642.975,513.122,0.823,37718.708,55823.000,1.148,0.871,0.954
136,NeuralCrestChannel:0833-0625,53.379,1703.405,513.963,684.388,0.833,90926.120,134569.000,1.343,0.744,0.919
137,NeuralCrestChannel:0646-0730,60.812,1111.378,600.297,531.295,0.905,67584.616,100024.000,1.063,0.940,0.963
138,NeuralCrestChannel:0644-0775,38.514,988.018,637.000,529.692,0.819,38052.496,56317.000,1.086,0.921,0.919
139,NeuralCrestChannel:0692-0498,84.461,845.848,409.892,569.261,0.817,71440.745,105731.000,1.699,0.589,0.947
140,NeuralCrestChannel:0942-0835,70.947,442.171,686.155,774.805,0.923,31370.657,46428.000,1.145,0.873,0.968
141,NeuralCrestChannel:0610-0757,41.217,716.131,622.382,501.750,0.817,29516.580,43684.000,1.082,0.924,0.904
142,NeuralCrestChannel:0575-1072,61.487,1640.725,881.207,472.889,0.864,100883.675,149306.000,1.373,0.729,0.948
143,NeuralCrestChannel:0675-0460,56.082,1057.386,378.244,555.509,0.839,59300.055,87763.000,1.539,0.650,0.988
144,NeuralCrestChannel:0811-0775,66.217,927.418,637.176,666.717,0.857,61410.892,90887.000,1.122,0.891,0.966
145,NeuralCrestChannel:0745-0330,66.217,1252.459,271.319,613.103,0.858,82934.130,122741.000,1.457,0.687,0.990
146,NeuralCrestChannel:0592-0935,52.028,1215.896,768.447,486.907,0.827,63260.239,93624.000,1.292,0.774,0.922
147,NeuralCrestChannel:0743-0415,53.379,1260.051,341.312,611.282,0.860,67260.288,99544.000,1.134,0.882,0.929
148,NeuralCrestChannel:0720-1026,57.433,848.518,843.048,592.203,0.866,48733.033,72124.000,1.492,0.670,0.955
149,NeuralCrestChannel:0700-0429,81.758,1425.694,352.757,575.458,0.836,116561.571,172509.000,1.653,0.605,0.980
150,NeuralCrestChannel:0666-1204,44.595,1107.864,989.987,547.489,0.815,49405.338,73119.000,1.299,0.770,0.964
151,NeuralCrestChannel:0841-1090,56.757,458.512,896.587,691.400,0.882,26023.969,38515.000,1.194,0.838,0.971
152,NeuralCrestChannel:0670-0458,50.001,910.365,376.332,551.151,0.900,45518.804,67367.000,1.319,0.758,1.014
153,NeuralCrestChannel:0876-0557,58.785,774.092,458.142,720.237,0.870,45504.615,67346.000,1.051,0.952,0.902
154,NeuralCrestChannel:0745-1002,66.893,677.545,823.972,612.726,0.905,45322.856,67077.000,1.096,0.913,0.975
